Fecha;Artículo;Descripción;Cnt.;Importe
09/07/2025;9788418050350;REDES (INVISIBLE 2);1;15,95
09/07/2025;9788427200302;DIARIO DE GREG 4. DIAS DE PERROS;1;15,95
09/07/2025;9788466356237;LA BUENA SUERTE;1;11,95
09/07/2025;9788498674019;DIARIO DE GREG 2. LA LEY DE RODRICK;1;15,95
09/07/2025;9788415689485;LIBRO DEL DESASOSIEGO;1;28,00
09/07/2025;9788433911155;NIETA, LA;1;21,90
09/07/2025;9788433921352;VALIENTES ESTÁN SOLOS, LOS;1;24,90
09/07/2025;9789871673612;NOVELAS BREVES;1;21,00
10/07/2025;9788401035241;MI NOMBRE ES EMILIA DEL VALLE;1;22,90
10/07/2025;9788439730521;CHICAS MUERTAS;1;16,90
10/07/2025;9788433977366;NADA SE OPONE A LA NOCHE - CM;1;13,90
11/07/2025;9788466356237;LA BUENA SUERTE;1;11,95
11/07/2025;9788419654052;CUADERNO BLACKIE BOOKS. VOL. 12;1;12,90
11/07/2025;9788408238829;PEQUEÑOS ANIMALES. TOCA Y ESCUCHA;1;14,96
11/07/2025;9789493156234;LA CAPITAL DEL SOL;1;20,00
11/07/2025;9798863547992;HISTORIA Y MASOQUISMO;2;36,00
11/07/2025;9788411485883;ARDIENTE SECRETO. MIEDO;1;12,95
11/07/2025;9788412971880;LA CATEDRAL DE LA MUJER;1;15,00
11/07/2025;9781948517775;EL TÚNEL AL FINAL DE LA LUZ;1;18,00
11/07/2025;9788412809503;INDOMABLES;1;19,90
11/07/2025;9781948517775;EL TÚNEL AL FINAL DE LA LUZ;1;18,00
11/07/2025;9781948517775;EL TÚNEL AL FINAL DE LA LUZ;1;18,00
11/07/2025;9788420477152;EL CABALLO DORADO;1;21,90
11/07/2025;9781948517775;EL TÚNEL AL FINAL DE LA LUZ;1;18,00
11/07/2025;9788411823869;LF.25 EL MISTERIO DEL GOL DE ORO;1;12,95
11/07/2025;9781948517775;EL TÚNEL AL FINAL DE LA LUZ;1;18,00
11/07/2025;9789493156234;LA CAPITAL DEL SOL;1;20,00
11/07/2025;9781948517775;EL TÚNEL AL FINAL DE LA LUZ;1;18,00
11/07/2025;9781948517775;EL TÚNEL AL FINAL DE LA LUZ;1;18,00
11/07/2025;9788412990300;NARCISOS;1;20,00
11/07/2025;9781948517775;EL TÚNEL AL FINAL DE LA LUZ;1;18,00
11/07/2025;9781948517775;EL TÚNEL AL FINAL DE LA LUZ;1;18,00
11/07/2025;9781948517775;EL TÚNEL AL FINAL DE LA LUZ;1;18,00
12/07/2025;9788417552763;GRAN HISTORIA VISUAL DE LA FILOSOFÍA;1;22,00
12/07/2025;9789871556472;ABALLAY;1;12,00
12/07/2025;9788433922311;AEROSTATOS, LOS;1;17,90
12/07/2025;9789493156234;LA CAPITAL DEL SOL;1;20,00
12/07/2025;9789493156234;LA CAPITAL DEL SOL;1;20,00
12/07/2025;9789493156234;LA CAPITAL DEL SOL;1;20,00
12/07/2025;9789493156234;LA CAPITAL DEL SOL;1;20,00
12/07/2025;9789493156234;LA CAPITAL DEL SOL;1;20,00
12/07/2025;9789493156234;LA CAPITAL DEL SOL;1;20,00
12/07/2025;9789493156234;LA CAPITAL DEL SOL;1;20,00
12/07/2025;9788412642636;HERMANA DEL DESVAN,LA;1;18,95
12/07/2025;9789493156234;LA CAPITAL DEL SOL;1;20,00
12/07/2025;9798863547992;HISTORIA Y MASOQUISMO;2;36,00
15/07/2025;9788416734030;TODO FLUYE;1;7,00
15/07/2025;9788418668692;ALA DERECHA,EL - CEGADOR 3 2ªED;1;26,95
15/07/2025;9788433979230;SUMISIÓN;1;7,00
15/07/2025;9788495359537;SIN DESTINO;1;6,00
15/07/2025;9789491515644;EL PLACER Y EL SERENO;1;19,50
15/07/2025;9788410274822;VIVIR CON SENTIDO;1;21,90
15/07/2025;9788423365937;LOS INOCENTES;1;11,95
15/07/2025;9788425369469;CRIMENES DE LA ISLA DE OUESSANT, LOS;1;21,90
15/07/2025;9788466379229;BAJO EL HIELO (COMANDANTE SERVAZ 1);1;12,95
16/07/2025;9788423355532;LAS ARMAS Y LAS LETRAS;1;35,00
16/07/2025;9788433911001;MANIAC;1;21,90
16/07/2025;9788432244988;EL VERANO DE CERVANTES;1;22,90
16/07/2025;9788413143392;EL MAL CAMINO;1;10,95
17/07/2025;9788401035241;MI NOMBRE ES EMILIA DEL VALLE;1;22,90
17/07/2025;9788410496002;MUY CATASTRÓFICA VISITA AL ZOO, LA;1;19,90
17/07/2025;9788419942319;LA PENÍNSULA DE LAS CASAS VACÍAS;1;26,00
18/07/2025;9788417742362;PIPPI LA NIÑA MÁS FUERTE DEL MUNDO;1;11,50
18/07/2025;9788418749476;COCOS GAME 4-5 AÑOS;1;8,50
18/07/2025;9781948517775;EL TÚNEL AL FINAL DE LA LUZ;1;18,00
18/07/2025;9786076996461;CIELO RASO;1;16,50
19/07/2025;9788415625575;A SANGRE Y FUEGO NE AMPLIADA 17ªED;1;17,95
22/07/2025;9788411485845;NOSTROMO;1;14,90
24/07/2025;9788420426402;OLVIDO QUE SEREMOS, EL;1;19,90
24/07/2025;9781948517775;EL TÚNEL AL FINAL DE LA LUZ;1;18,00
24/07/2025;9788419089427;AÑO DEL DESIERTO, EL;1;20,95
26/07/2025;9788413188997;MPLA.LOS VEHICULOS;1;12,95
26/07/2025;9788483106020;MODELOS DE MUJER;1;5,00
26/07/2025;9788433960771;SEDA - CM;1;11,90
26/07/2025;9788433998972;VERDOR TERRIBLE, UN;1;18,90
26/07/2025;9788495359490;EL MUNDO DE AYER;1;30,00
29/07/2025;9788411486323;ANTES DE QUE LOS CUELGUE;1;14,90
29/07/2025;9788433929693;ORBITAL;1;18,90
29/07/2025;9788413624037;ANNA KARÉNINA;1;20,95
29/07/2025;9788426406392;EL ALEPH;1;17,90
30/07/2025;9788490669785;MI FILOSOFIA DE A A B Y DE B A A;1;10,95
30/07/2025;9788419357373;BINDING 13 (LOS CHICOS DE TOMMEN 1);1;19,95
30/07/2025;9788498955163;POESÍA COMPLETA;1;20,00
30/07/2025;9786076996461;CIELO RASO;1;16,50
30/07/2025;9798842794683;DÁRSENAS;1;18,00
30/07/2025;9798876315588;RAKU;1;18,00
30/07/2025;9788433967497;OCÉANO MAR - CM;1;12,90
31/07/2025;9788491294283;ASISTENTA, LA;1;19,90
30/08/2025;9788401037689;YO BARBARA;1;23,90
30/08/2025;9788410025066;UN VIAJE PELIGROSO;1;17,90
30/08/2025;9788410208322;LADRON DE SOL, EL;1;16,95
30/08/2025;9788469875612;UNICORNIO. AMIGO MÁGICO;1;11,95
03/09/2025;9788439743897;LA VEGETARIANA;1;20,90
03/09/2025;9788420476087;CORAZÓN TAN BLANCO;1;19,90
04/09/2025;9788410496316;AHORA Y EN LA HORA;1;19,90
04/09/2025;9788439745297;LOCO DE DIOS EN EL FIN DEL MUNDO. EL;1;23,90
05/09/2025;9780241654927;LA PEQUEÑA ORUGA GLOTONA;1;19,90
05/09/2025;9788417971717;BIOGRAFÍA DEL SILENCIO;1;13,95
05/09/2025;9788408299592;POR SI UN DÍA VOLVEMOS;1;23,90
06/09/2025;9788433946669;CUCHILLOS LARGOS, LOS;1;24,90
06/09/2025;9788439745297;LOCO DE DIOS EN EL FIN DEL MUNDO. EL;1;23,90
06/09/2025;9788415625575;A SANGRE Y FUEGO NE AMPLIADA 17ªED;1;17,95
06/09/2025;9788495359667;LAS PEQUEÑAS VIRTUDES;1;16,00
09/09/2025;9788423361885;MADRID 1945;1;23,90
09/09/2025;9788426424273;LÉXICO FAMILIAR;1;20,90
09/09/2025;9788410359055;HUERFANA DE AUSCHWITZ, LA;1;12,90
09/09/2025;9788419620811;MUJER CON EL TATUAJE, LA;1;12,90
09/09/2025;9788401034794;ALBATROS NEGRO, EL;1;23,90
09/09/2025;9788419261335;NO TODO EL MUNDO 7ªED;1;18,90
10/09/2025;9788433998934;POETA CHILENO;1;21,90
11/09/2025;9788445011409;EL HOBBIT;1;12,95
12/09/2025;9788433924445;BARILOCHE;1;5,00
12/09/2025;9788439744061;BLANCURA;1;5,00
12/09/2025;9788469875629;DIARIO DE UN UNICORNIO 2;1;11,95
12/09/2025;9791399034271;LA ARQUITECTURA DEL AZAR;1;15,00
12/09/2025;9791399034271;LA ARQUITECTURA DEL AZAR;1;15,00
12/09/2025;9788439745297;LOCO DE DIOS EN EL FIN DEL MUNDO. EL;1;23,90
12/09/2025;9781948517775;EL TÚNEL AL FINAL DE LA LUZ;1;18,00
12/09/2025;9788413441818;NEUROFITNESS APLICADO;1;16,94
12/09/2025;9781006694745;ARCHIVO Y TERROR;1;25,00
12/09/2025;9788075210487;LOS AMORES EJEMPLARES;1;12,90
12/09/2025;9788075210876;CIERRA LOS OJOS, NO RESPIRES;1;12,90
12/09/2025;9788075212078;CRÓNICA AZUL;1;12,90
12/09/2025;9788075212115;DESPUÉS DE LA NOCHE;1;12,90
12/09/2025;9788087429051;EL CARNAVAL Y LOS MUERTOS;1;12,90
12/09/2025;9788087656488;LA MÁQUINA DIFAMATORIA;1;12,90
12/09/2025;9788087656495;EL CASTIGO;1;15,90
12/09/2025;9788087656549;PRINCESA MIAMI;1;12,90
12/09/2025;9788087656556;DOS EQUIS;1;12,90
12/09/2025;9788087656594;LA NADA CUBANA;1;12,90
12/09/2025;9788494463518;MATADERO SEIS;1;12,00
12/09/2025;9798210126122;DISCURSO DE LA MADRE MUERTA;1;14,00
12/09/2025;9791399034271;LA ARQUITECTURA DEL AZAR;1;15,00
12/09/2025;9791399034271;LA ARQUITECTURA DEL AZAR;1;15,00
12/09/2025;9788075210265;UN MUNDO TAN BLANCO;1;12,90
12/09/2025;9788075210579;LA PERIFERIA;1;12,90
12/09/2025;9788087429617;9550: UNA POSIBLE INTERPRETACIÓN DEL1AZUL;1;12,90
13/09/2025;9788491073499;LA PREOCUPACION DE LUCIA;1;12,95
13/09/2025;9788491077411;POLICAN. 2 SITUACION DESESPERADA;1;14,50
13/09/2025;9788410496316;AHORA Y EN LA HORA;1;19,90
13/09/2025;9788417742263;LA PEQUEÑA ORUGA GLOTONA 1 2 3;2;16,00
13/09/2025;9788493375973;LUNA;1;9,50
13/09/2025;9788467580587;L.A LULU LE GUSTAN LAS FORMAS;2;17,90
13/09/2025;9788496388567;LOS TRES BANDIDOS;1;16,00
13/09/2025;9788466681711;EL ENIGMA DE DIOS;1;22,90
16/09/2025;9788413922560;PLD.MI PRIMER LIBRO DE LA CIENCIA;1;24,95
17/09/2025;9788410323575;CUADERNO BLACKIE BOOKS. VOL. 14;1;12,90
18/09/2025;9788433998774;CANTO YO Y LA MONTAÑA BAILA;1;18,90
18/09/2025;9788433998774;CANTO YO Y LA MONTAÑA BAILA;1;18,90
18/09/2025;9788420479446;MISIÓN EN PARÍS;1;21,90
18/09/2025;9788410107151;BARMAN DEL RITZ, EL;1;21,00
18/09/2025;9788494090370;EL SILBIDO DEL ARQUERO;1;16,00
19/09/2025;9788430623693;EL RUGIDO DE NUESTRO TIEMPO;1;19,90
19/09/2025;9788087656594;LA NADA CUBANA;1;12,90
19/09/2025;9788416677221;POESIA COMPLETA 2ªED;1;34,90
19/09/2025;9788417977177;TEORIA DE LA GRAVEDAD - 7ªED;1;17,95
19/09/2025;9788410496002;MUY CATASTRÓFICA VISITA AL ZOO, LA;1;19,90
19/09/2025;9788418733901;LA MARAVILLOSA GRANJA DE MCBROOM;1;15,90
19/09/2025;9788433929686;OPOSICIÓN;1;18,90
19/09/2025;9788417059637;CUENTOS DE ASÍ FUE;1;18,90
19/09/2025;9788411206426;HOTEL DE BICHOS;1;14,94
19/09/2025;9788484645641;A QUE SABE LA LUNA?;1;16,50
20/09/2025;9788412591170;COMO BESTIAS 3ª ED;1;16,95
20/09/2025;9788426426277;PROMESA, LA;1;18,90
20/09/2025;9788466664417;REINA ROJA;1;22,90
20/09/2025;9788437637365;EL SEGUNDO SEXO;1;31,95
23/09/2025;9791387624200;LAS VOCES DEL DRAGÓN;1;28,00
23/09/2025;9788419942319;LA PENÍNSULA DE LAS CASAS VACÍAS;1;26,00
23/09/2025;9788420479446;MISIÓN EN PARÍS;1;21,90
24/09/2025;9788413922621;VIAJE AL PAIS DE LOS SUE¥OS;1;12,95
24/09/2025;9788420431970;ELENA SABE;1;18,90
24/09/2025;9788492857418;VIAJERA CRONICA;1;16,00
24/09/2025;9788410346536;TATA;1;20,00
24/09/2025;9788433977366;NADA SE OPONE A LA NOCHE - CM;1;13,90
24/09/2025;9788433920171;DESAYUNO EN TIFFANY´S - CM;1;11,90
24/09/2025;9788478886630;HARRY POTTER Y EL CÁLIZ DE FUEGO;1;8,00
24/09/2025;9788478887422;HARRY POTTER Y LA ORDEN DEL FÉNIX;1;10,00
24/09/2025;9789500420686;HARRY POTTER Y LA CÁMARA SECRETA;1;6,00
25/09/2025;9788467585605;BVB.105 CONEJOS DE ETIQUETA;1;8,50
25/09/2025;9788494157820;MONSTRUO DE COLORES,EL POP UP;1;24,90
25/09/2025;9788410208285;LADRON DE FLORES, EL;1;16,95
25/09/2025;9788413715124;SUPERPATATA, ENREDO COSMICO 3;1;13,00
25/09/2025;9788433929686;OPOSICIÓN;1;18,90
25/09/2025;9788410299467;MUERTE AJENA, LA;1;21,90
25/09/2025;9788417726546;SOBRE LA FELICIDAD;1;11,00
25/09/2025;9788420423937;LOS DETECTIVES SALVAJES;1;22,90
25/09/2025;9788420433370;MARGARITA, ESTÁ LINDA LA MAR;1;21,90
26/09/2025;9788430626953;MEDITACIONES;1;22,90
26/09/2025;9788423365852;ME PIDEN QUE REGRESE;1;22,90
26/09/2025;9788412850154;CINCO CRÓNICAS AMERICANAS;1;19,90
26/09/2025;9788401036811;EL CÍRCULO DE LOS DÍAS;1;24,90
26/09/2025;9788401035241;MI NOMBRE ES EMILIA DEL VALLE;1;22,90
27/09/2025;9788492608874;VEO VEO;1;9,50
27/09/2025;9788469888711;D.UNIC. 3. VALENTIA LIN;1;11,95
27/09/2025;9788492750368;UN LIBRO;1;15,00
27/09/2025;9788401021046;APRENDE A DIBUJAR ANIMALES;1;12,90
27/09/2025;9788420479446;MISIÓN EN PARÍS;1;21,90
27/09/2025;9788467578713;PYA.EL POLLO PEPE VA AL COLEGIO;1;12,95
30/09/2025;9788412699005;ARTURO, LA ESTRELLA MÁS BRILLANTE;1;15,90
30/09/2025;9791370090517;¿QUÉ PASA CON BAUM?;1;20,50
30/09/2025;9788433922069;LLAMADA, LA;1;21,90
30/09/2025;9788439745297;LOCO DE DIOS EN EL FIN DEL MUNDO. EL;1;23,90
30/09/2025;9788420439365;LO MUCHO QUE TE AMÉ;1;21,90
30/09/2025;9788420463315;ESE DÍA CAYÓ EN DOMINGO;1;18,90
30/09/2025;9788469604540;MANDALAS MARAVILLOSOS;1;5,95
01/10/2025;9788498414493;DE PROFUNDIS;1;13,95
01/10/2025;9788420671710;LA SEÑORA DALLOWAY;1;12,95
01/10/2025;9788411209786;POLICAN.11 VEINTE MIL PULGAS DE VIAJE1SU;1;14,50
01/10/2025;9788448868758;PEPPA Y LOS COLORES;1;11,95
01/10/2025;9788437600895;EL TÚNEL;1;10,50
02/10/2025;9788439729235;EL CORONEL NO TIENE QUIEN LE ESCRIBA;1;15,90
02/10/2025;9788419942319;LA PENÍNSULA DE LAS CASAS VACÍAS;1;26,00
02/10/2025;9788492750153;EL GRAN LIBRO DE LOS NÚMEROS;1;12,50
02/10/2025;9788497936774;MASA Y PODER;1;12,95
02/10/2025;9788497936781;AUTO DE FE;1;13,95
02/10/2025;9788419744517;PRAGA MÁGICA;1;26,00
03/10/2025;9788087656495;EL CASTIGO;1;15,90
03/10/2025;9788087656549;PRINCESA MIAMI;1;12,90
03/10/2025;9788087656556;DOS EQUIS;1;12,90
03/10/2025;9788087656594;LA NADA CUBANA;1;12,90
03/10/2025;9791370090517;¿QUÉ PASA CON BAUM?;1;20,50
03/10/2025;9788469644072;QUIERES TOCAR A UN KOALA;1;12,95
04/10/2025;9788410332188;FARO 8.ª ED., EL;1;12,00
04/10/2025;9791370090517;¿QUÉ PASA CON BAUM?;1;20,50
04/10/2025;9788469865903;MIS PRIMEROS CUENTOS;1;17,95
04/10/2025;9791370090517;¿QUÉ PASA CON BAUM?;1;20,50
07/10/2025;9791370090517;¿QUÉ PASA CON BAUM?;1;20,50
07/10/2025;9788411076630;MORIR EN LA ARENA;1;22,90
07/10/2025;9788417059347;IRENE LA VALIENTE;1;14,90
07/10/2025;9788419822451;LOS OJOS DE BRUNA;1;21,95
08/10/2025;9788419521040;SABES TODO DE HARRY POTTER, LO;1;16,90
08/10/2025;9788419089670;NOVIA GRULLA, LA 5ªED;1;20,95
08/10/2025;9788433998859;NUESTRA PARTE DE NOCHE;1;24,90
08/10/2025;9788410447080;LA BRUJA DEL AÑO;1;16,50
08/10/2025;9788418609640;EL LADRÓN DE NIEVE;1;16,95
08/10/2025;9788411487665;UN PASEO ALEATORIO POR W;1;28,50
09/10/2025;9788469890974;LOS TRES MOSQUETEROS;1;15,95
10/10/2025;9788410178601;SUEÑO DEL JAGUAR, EL 2ªED;1;20,95
10/10/2025;9788411823944;POLICAN.12 EL PESTAZO ESCARLATA;1;14,50
10/10/2025;9791370090210;A SANGRE Y FUEGO;1;13,95
10/10/2025;9788415177135;CINTA METRICA,LA;1;17,00
10/10/2025;9788417971717;BIOGRAFÍA DEL SILENCIO;1;13,95
10/10/2025;9788426408341;LA VIDA MENTIROSA DE LOS ADULTOS;1;19,90
11/10/2025;9788411582858;MI LIBRERÍA;1;22,90
11/10/2025;9788433960177;LOLITA - CM;1;13,90
11/10/2025;9788466317047;HISTORIAS DE CRONOPIOS Y DE FAMAS;1;3,00
11/10/2025;9788413431888;CHIVOS CHIVONES;1;14,00
11/10/2025;9788469668658;¡BUENAS NOCHES, PERRITO!;1;13,50
11/10/2025;9788418054327;AMANDA BLACK 2 - EL AMULETO PERDIDO;1;15,95
11/10/2025;9788419172402;CUENTOS DE HADAS DE LOS GRIMM;1;18,90
11/10/2025;9788408186625;EL JARDIN. TOCA Y ESCUCHA;1;14,96
